Angle,Observed,Calculated,Background,SiO2_nb,Dolomite_nb,Hydroxyapatite_nb,SiO2,Dolomite,Hydroxyapatite
58.7025,344,367.53,336.57,26.99,3.97,0,363.56,340.54,336.57
58.7526,350,370.94,336.34,29.02,5.57,0,365.36,341.91,336.34
58.8027,383,376.13,336.11,31.14,8.88,0,367.25,344.99,336.11
58.8529,414,385.35,335.88,33.35,16.12,0,369.23,352,335.88
58.903,393,398.49,335.65,35.96,26.87,0,371.61,362.52,335.65
58.9532,404,399.89,335.42,39.06,25.42,0,374.48,360.84,335.42
59.0033,395,396.38,335.19,42.68,18.51,0,377.87,353.7,335.19
59.0534,453,400.21,334.96,46.94,18.31,0,381.9,353.27,334.96
59.1036,420,403.11,334.73,51.98,16.41,0,386.71,351.14,334.73
59.1537,389,402.62,334.5,57.98,10.14,0,392.48,344.64,334.5
59.2038,417,405.73,334.27,65.2,6.26,0,399.47,340.53,334.27
59.254,414,412.52,334.03,73.99,4.46,0.03,408.02,338.49,334.06
59.3041,445,422.31,333.8,84.85,3.62,0.04,418.65,337.42,333.84
59.3542,409,435.31,333.57,98.46,3.28,0.01,432.03,336.85,333.58
59.4044,447,452.43,333.34,115.82,3.26,0.01,449.16,336.6,333.35
59.4545,521,474.96,333.11,138.29,3.51,0.05,471.4,336.62,333.16
59.5047,482,505.11,332.88,168.17,4.06,0,501.05,336.94,332.88
59.5548,609,546.01,332.65,208.43,4.93,0,541.08,337.58,332.65
59.6049,661,601.81,332.42,263.2,6.19,0,595.62,338.61,332.42
59.6551,684,678.39,332.19,337.97,8.24,0,670.16,340.43,332.19
59.7052,757,786.66,331.95,442.39,12.31,0.01,774.34,344.26,331.96
59.7553,1029,952.88,331.72,599.81,21.26,0.08,931.53,352.98,331.8
59.8055,1195,1230.45,331.49,860.05,38.89,0.01,1191.54,370.38,331.5
59.8556,1690,1679.34,331.26,1299.31,48.77,0,1630.57,380.03,331.26
59.9058,2080,2287.41,331.03,1920.6,35.75,0.03,2251.63,366.78,331.06
59.9559,2330,2692.24,330.8,2331.39,30.04,0.01,2662.19,360.84,330.81
60.006,2344,2514.25,330.57,2152.57,31.11,0,2483.14,361.68,330.57
60.0562,2084,2219.69,330.33,1867.17,22.18,0,2197.5,352.51,330.33
60.1063,1947,2044.5,330.1,1701.78,12.62,0,2031.88,342.72,330.1
60.1564,1646,1717.51,329.87,1379.9,7.73,0,1709.77,337.6,329.87
60.2066,1296,1294.21,329.64,959.27,5.29,0,1288.91,334.93,329.64
60.2567,1048,978.16,329.41,644.92,3.83,0,974.33,333.24,329.41
60.3069,816,781.17,329.18,449.11,2.88,0,778.29,332.06,329.18
60.357,715,659.33,328.95,328.1,2.28,0,657.05,331.23,328.95
60.4071,690,581.13,328.72,250.55,1.86,0,579.27,330.58,328.72
60.4573,527,528.77,328.49,198.72,1.56,0,527.21,330.05,328.49
60.5074,515,491.26,328.26,161.66,1.34,0,489.92,329.6,328.26
60.5575,527,462.54,328.03,133.34,1.17,0,461.37,329.2,328.03
60.6077,457,440.59,327.8,111.75,1.04,0,439.55,328.84,327.8
60.6578,427,423.87,327.57,95.37,0.93,0,422.94,328.5,327.57
60.708,406,411.13,327.34,82.94,0.85,0,410.28,328.19,327.34
60.7581,393,401.79,327.11,73.91,0.78,0,401.02,327.89,327.11
60.8082,392,395.78,326.88,68.18,0.72,0,395.06,327.6,326.88
60.8584,410,390.2,326.65,62.87,0.67,0.01,389.52,327.32,326.66
60.9085,427,383.2,326.42,56.07,0.63,0.07,382.49,327.05,326.49
60.9586,378,378.08,326.19,51.28,0.6,0.01,377.47,326.79,326.2
61.0088,388,372.79,325.96,46.22,0.57,0.04,372.18,326.53,326
61.0589,357,367.13,325.74,40.78,0.55,0.06,366.52,326.29,325.8
61.109,390,362.65,325.51,36.6,0.53,0.01,362.11,326.04,325.52
61.1592,370,359.17,325.28,33.37,0.52,0.01,358.65,325.8,325.29
61.2093,394,356.32,325.05,30.72,0.51,0.05,355.77,325.56,325.1
61.2595,351,353.81,324.83,28.48,0.5,0,353.31,325.33,324.83
61.3096,391,351.64,324.59,26.55,0.5,0,351.14,325.09,324.59
61.3597,341,349.73,324.37,24.86,0.5,0,349.23,324.87,324.37
61.4099,375,348.02,324.14,23.38,0.5,0,347.52,324.64,324.14
61.46,359,346.49,323.92,22.06,0.51,0,345.98,324.43,323.92
61.5101,370,345.11,323.69,20.89,0.53,0,344.58,324.22,323.69
61.5603,338,343.86,323.46,19.85,0.55,0,343.31,324.01,323.46
61.6104,386,342.73,323.24,18.91,0.59,0,342.15,323.83,323.24
61.6606,367,341.72,323.01,18.07,0.64,0,341.08,323.65,323.01
61.7107,335,340.81,322.79,17.32,0.71,0,340.11,323.5,322.79
61.7608,360,340,322.56,16.64,0.8,0,339.2,323.36,322.56
61.811,332,339.29,322.33,16.03,0.93,0,338.36,323.26,322.33
61.8611,329,338.72,322.11,15.48,1.13,0,337.59,323.24,322.11
61.9112,315,338.38,321.89,14.98,1.51,0,336.87,323.4,321.89
61.9614,349,338.53,321.66,14.54,2.32,0,336.2,323.98,321.66
62.0115,339,339.5,321.44,14.14,3.92,0,335.58,325.36,321.44
62.0617,340,339.96,321.22,13.78,4.95,0,335,326.17,321.22
62.1118,340,338.27,321,13.47,3.81,0,334.47,324.81,321
62.1619,355,337.13,320.77,13.19,3.17,0,333.96,323.94,320.77
62.2121,367,336.86,320.55,12.95,3.35,0.01,333.5,323.9,320.56
62.2622,335,335.89,320.33,12.75,2.78,0.04,333.08,323.11,320.37
62.3123,330,334.68,320.11,12.58,1.86,0.13,332.69,321.97,320.24
62.3625,352,333.71,319.89,12.44,1.37,0.01,332.33,321.26,319.9
62.4126,373,333.15,319.67,12.33,1.15,0.01,332,320.82,319.68
62.4627,338,332.84,319.45,12.26,1.05,0.09,331.71,320.5,319.54
62.5129,361,332.47,319.23,12.22,1.01,0.02,331.45,320.24,319.25
62.563,367,332.24,319.01,12.21,1.01,0,331.22,320.02,319.01
62.6132,309,332.08,318.79,12.24,1.05,0,331.03,319.84,318.79
62.6633,342,331.99,318.58,12.3,1.11,0,330.88,319.69,318.58
62.7134,330,332,318.36,12.41,1.2,0.03,330.77,319.56,318.39
62.7636,334,332.02,318.14,12.56,1.32,0,330.7,319.46,318.14
62.8137,311,332.16,317.93,12.76,1.48,0,330.69,319.41,317.93
62.8639,364,332.41,317.71,13.01,1.69,0.01,330.72,319.4,317.72
62.914,324,332.78,317.49,13.32,1.96,0.01,330.81,319.45,317.5
62.9641,362,333.27,317.28,13.7,2.29,0,330.98,319.57,317.28
63.0143,338,333.98,317.07,14.15,2.76,0,331.22,319.83,317.07
63.0644,336,334.98,316.85,14.71,3.41,0,331.56,320.26,316.85
63.1145,336,336.34,316.64,15.38,4.32,0,332.02,320.96,316.64
63.1647,314,338.14,316.43,16.18,5.52,0,332.61,321.95,316.43
63.2148,336,340.5,316.22,17.15,7.13,0.01,333.37,323.35,316.23
63.2649,341,344.03,316.01,18.33,9.66,0.04,334.34,325.67,316.05
63.3151,366,350.18,315.8,19.77,14.51,0.11,335.57,330.31,315.91
63.3652,349,362,315.59,21.56,24.84,0.01,337.15,340.43,315.6
63.4154,396,384.65,315.38,23.79,45.46,0.02,339.17,360.84,315.4
63.4655,402,403.15,315.17,26.63,61.15,0.2,341.8,376.32,315.37
63.5156,375,391.82,314.96,30.29,46.55,0.03,345.25,361.51,314.99
63.5658,405,385.77,314.75,35.08,35.93,0.01,349.83,350.68,314.76
63.6159,395,394.13,314.55,41.43,38.11,0.03,355.98,352.66,314.58
63.666,356,397.11,314.34,49.93,32.81,0.03,364.27,347.15,314.37
63.7162,389,395.11,314.14,61.26,19.71,0,375.4,333.85,314.14
63.7663,380,402.28,313.93,76.61,11.73,0,390.54,325.66,313.93
63.8165,404,420.28,313.73,98.79,7.76,0,412.52,321.49,313.73
63.8666,448,453.21,313.53,134.03,5.66,0,447.56,319.19,313.53
63.9167,509,510.97,313.32,193.19,4.45,0,506.51,317.77,313.32
63.9669,616,604.06,313.12,287.2,3.74,0,600.32,316.86,313.12
64.017,659,707.76,312.92,391.51,3.33,0,704.43,316.25,312.92
64.0671,744,730.83,312.72,414.97,3.14,0,727.69,315.86,312.72
64.1173,665,675.45,312.52,359.8,3.13,0,672.32,315.65,312.52
64.1674,601,636.29,312.32,320.66,3.3,0,632.98,315.62,312.32
64.2175,620,612.24,312.13,296.46,3.65,0.01,608.59,315.78,312.14
64.2677,517,555.02,311.93,238.81,4.19,0.09,550.74,316.12,312.02
64.3178,494,485.54,311.73,168.68,5.07,0.05,480.41,316.8,311.78
64.368,462,435.68,311.54,117.38,6.75,0.01,428.92,318.29,311.55
64.4181,386,406.82,311.34,85.16,10.3,0.01,396.5,321.64,311.35
64.4682,391,394.12,311.15,64.96,17.93,0.08,376.11,329.08,311.23
64.5184,402,391.47,310.96,51.8,28.68,0.03,362.76,339.64,310.99
64.5685,375,380.59,310.77,42.85,26.96,0.01,353.62,337.73,310.78
64.6186,363,366.34,310.58,36.55,19.2,0,347.13,329.78,310.58
64.6688,369,360.57,310.39,31.98,18.2,0,342.37,328.59,310.39
64.7189,384,357.8,310.2,28.6,18.98,0.02,338.8,329.18,310.22
64.7691,350,349.73,310.01,26.05,13.66,0,336.06,323.67,310.01
64.8192,372,342.63,309.82,24.12,8.69,0,333.94,318.51,309.82
64.8693,355,338.62,309.64,22.66,6.32,0,332.3,315.96,309.64
64.9195,361,336.41,309.45,21.57,5.39,0,331.02,314.84,309.45
64.9696,329,335.33,309.27,20.78,5.28,0,330.05,314.55,309.27
65.0197,322,335.37,309.09,20.26,6.02,0,329.35,315.11,309.09
65.0699,333,337.17,308.9,19.98,8.28,0,328.88,317.18,308.9
65.12,316,342.21,308.72,19.93,13.56,0,328.65,322.28,308.72
65.1702,396,349.28,308.54,20.14,20.6,0,328.68,329.14,308.54
65.2203,350,347.56,308.36,20.63,18.57,0,328.99,326.93,308.36
65.2704,346,342.92,308.19,21.48,13.25,0,329.67,321.44,308.19
65.3206,381,343.48,308.01,22.84,12.63,0,330.85,320.64,308.01
65.3707,373,345.8,307.83,24.95,13.01,0,332.78,320.84,307.83
65.4208,350,344.91,307.66,28.08,9.16,0,335.74,316.82,307.66
65.471,378,344.68,307.49,31.6,5.59,0,339.09,313.08,307.49
65.5211,389,346.42,307.31,35.37,3.73,0,342.68,311.04,307.31
65.5713,360,351.63,307.14,41.7,2.78,0,348.84,309.92,307.14
65.6214,422,363.25,306.97,53.99,2.27,0.02,360.96,309.24,306.99
65.6715,393,388.12,306.8,79.3,1.99,0.03,386.1,308.79,306.83
65.7217,426,437.58,306.64,129.07,1.86,0.01,435.71,308.5,306.65
65.7718,419,486.25,306.47,177.95,1.84,0,484.42,308.31,306.47
65.8219,436,459.74,306.3,151.52,1.9,0.02,457.82,308.2,306.32
65.8721,433,424.71,306.14,116.47,2.08,0.01,422.61,308.22,306.15
65.9222,415,425,305.98,116.53,2.5,0,422.51,308.48,305.98
65.9723,412,424.47,305.81,115.25,3.41,0,421.06,309.22,305.81
66.0225,375,394.96,305.65,83.88,5.43,0,389.53,311.08,305.65
66.0726,376,372.34,305.49,58.09,8.76,0,363.58,314.25,305.49
66.1228,350,359.4,305.34,44.85,9.22,0,350.19,314.56,305.34
66.1729,347,350.03,305.18,38.23,6.63,0,343.41,311.81,305.18
66.223,371,345.63,305.02,34.84,5.77,0,339.86,310.79,305.02
66.2732,344,344.29,304.87,33.18,6.25,0,338.05,311.12,304.87
66.3233,377,342.38,304.72,32.55,5.11,0,337.27,309.83,304.72
66.3734,365,340.47,304.56,32.61,3.3,0,337.17,307.86,304.56
66.4236,377,339.87,304.41,33.17,2.29,0,337.58,306.7,304.41
66.4737,360,340.21,304.27,34.15,1.79,0,338.42,306.06,304.27
66.5239,355,341.17,304.12,35.5,1.55,0,339.62,305.67,304.12
66.574,365,342.59,303.97,37.2,1.42,0,341.17,305.39,303.97
66.6241,335,344.45,303.83,39.27,1.36,0,343.1,305.19,303.83
66.6743,357,346.76,303.68,41.72,1.36,0,345.4,305.04,303.68
66.7244,359,349.55,303.54,44.6,1.4,0,348.14,304.94,303.54
66.7745,316,352.88,303.4,47.98,1.49,0,351.38,304.89,303.4
66.8247,398,356.83,303.26,51.93,1.64,0,355.19,304.9,303.26
66.8748,381,361.55,303.12,56.58,1.85,0,359.7,304.97,303.12
66.925,381,367.19,302.99,62.06,2.15,0,365.05,305.14,302.99
66.9751,378,373.99,302.85,68.57,2.56,0,371.42,305.41,302.85
67.0252,384,382.25,302.72,76.39,3.14,0,379.11,305.86,302.72
67.0754,427,392.38,302.59,85.87,3.92,0,388.46,306.51,302.59
67.1255,439,404.89,302.46,97.53,4.9,0,399.99,307.36,302.46
67.1756,421,420.63,302.33,112.05,6.25,0,414.38,308.58,302.33
67.2258,448,441.15,302.2,130.43,8.52,0,432.63,310.72,302.2
67.2759,465,469,302.08,154,12.93,0,456.08,315.01,302.08
67.3261,528,508.6,301.95,184.47,22.18,0,486.42,324.13,301.95
67.3762,560,565.53,301.83,223.9,39.81,0,525.73,341.64,301.83
67.4263,626,628.15,301.71,275.16,51.28,0,576.87,352.99,301.71
67.4765,744,684.5,301.59,344.56,38.35,0,646.15,339.94,301.59
67.5266,795,776.98,301.47,446.58,28.93,0,748.05,330.4,301.47
67.5767,953,940.74,301.35,608.8,30.58,0,910.15,331.93,301.35
67.6269,1140,1203.94,301.24,873.31,29.4,0,1174.55,330.64,301.24
67.677,1348,1582.14,301.12,1262.17,18.83,0,1563.29,319.95,301.12
67.7272,1616,1929.19,301.01,1617.18,11,0,1918.19,312.01,301.01
67.7773,1596,1942.33,300.9,1634.46,6.97,0,1935.36,307.87,300.9
67.8274,1594,1771.08,300.79,1465.47,4.81,0,1766.26,305.6,300.79
67.8776,1563,1716.23,300.69,1411.99,3.55,0,1712.68,304.24,300.69
67.9277,1582,1739.18,300.58,1435.84,2.75,0,1736.42,303.33,300.58
67.9778,1650,1702.35,300.48,1399.65,2.21,0,1700.13,302.69,300.48
68.028,1717,1751.04,300.38,1448.82,1.84,0,1749.2,302.22,300.38
68.0781,1985,2148.04,300.28,1846.18,1.58,0,2146.46,301.86,300.28
68.1282,2466,2872.23,300.18,2570.64,1.41,0,2870.82,301.59,300.18
68.1784,2551,2952.07,300.09,2650.67,1.31,0,2950.76,301.4,300.09
68.2285,2437,2659.36,299.99,2358.2,1.16,0.01,2658.19,301.15,300
68.2787,2386,2949.03,299.9,2648.13,1,0,2948.03,300.9,299.9
68.3288,2333,3087.56,299.81,2786.84,0.9,0,3086.65,300.71,299.81
68.3789,2108,2443.36,299.72,2142.8,0.84,0,2442.52,300.56,299.72
68.4291,1679,1849.24,299.63,1548.85,0.76,0,1848.48,300.39,299.63
68.4792,1403,1643.47,299.55,1343.25,0.67,0,1642.8,300.22,299.55
68.5293,1190,1369.44,299.46,1069.37,0.6,0,1368.83,300.06,299.46
68.5795,963,997.04,299.39,697.1,0.55,0,996.49,299.94,299.39
68.6296,799,758.21,299.3,458.39,0.52,0,757.69,299.82,299.3
68.6798,695,624.71,299.23,324.99,0.48,0,624.22,299.71,299.23
68.7299,627,544.98,299.15,245.37,0.46,0,544.52,299.61,299.15
68.78,542,493.31,299.08,193.8,0.44,0,492.88,299.52,299.08
68.8302,465,457.54,299,158.11,0.42,0,457.11,299.42,299
68.8803,405,431.55,298.93,132.18,0.4,0.03,431.11,299.33,298.96
68.9304,450,411.86,298.86,112.6,0.39,0.01,411.46,299.25,298.87
68.9806,417,396.54,298.8,97.36,0.38,0,396.16,299.18,298.8
69.0307,391,384.34,298.73,85.23,0.37,0,383.96,299.1,298.73
69.0809,448,374.44,298.67,75.38,0.36,0.02,374.05,299.03,298.69
69.131,406,366.23,298.62,67.25,0.36,0.01,365.87,298.98,298.63
69.1811,347,359.37,298.56,60.46,0.35,0,359.02,298.91,298.56
69.2313,379,353.56,298.5,54.7,0.35,0,353.2,298.85,298.5
69.2814,367,348.59,298.45,49.78,0.36,0.01,348.23,298.81,298.46
69.3315,384,344.29,298.39,45.54,0.36,0,343.93,298.75,298.39
69.3817,334,340.56,298.34,41.85,0.37,0,340.19,298.71,298.34
69.4318,358,337.3,298.3,38.62,0.38,0,336.92,298.68,298.3
69.4819,344,334.42,298.25,35.77,0.4,0,334.02,298.65,298.25
69.5321,366,331.87,298.2,33.25,0.42,0,331.45,298.62,298.2
69.5822,341,329.61,298.16,31,0.45,0,329.16,298.61,298.16
69.6324,328,327.61,298.13,28.99,0.49,0,327.12,298.62,298.13
69.6825,330,325.82,298.09,27.19,0.54,0,325.28,298.63,298.09
69.7326,346,324.22,298.05,25.56,0.61,0,323.61,298.66,298.05
69.7828,302,322.81,298.02,24.08,0.71,0,322.1,298.73,298.02
69.8329,330,321.62,297.99,22.74,0.89,0,320.73,298.88,297.99
69.8831,333,320.72,297.96,21.52,1.24,0,319.48,299.2,297.96
69.9332,352,320.22,297.94,20.41,1.87,0,318.35,299.81,297.94
69.9833,346,319.71,297.91,19.39,2.41,0,317.3,300.32,297.91
70.0335,322,318.46,297.89,18.45,2.12,0,316.34,300.01,297.89
70.0836,315,317.35,297.88,17.58,1.89,0,315.46,299.77,297.88
70.1337,303,316.74,297.86,16.79,2.09,0,314.65,299.95,297.86
70.1839,322,316.29,297.84,16.05,2.4,0,313.89,300.24,297.84
70.234,340,315.6,297.83,15.37,2.4,0,313.2,300.23,297.83
70.2841,317,315.09,297.82,14.74,2.53,0,312.56,300.35,297.82
70.3343,348,315.09,297.8,14.15,3.14,0,311.95,300.94,297.8
70.3844,293,315.97,297.81,13.61,4.55,0,311.42,302.36,297.81
70.4346,355,318.52,297.79,13.1,7.62,0,310.89,305.41,297.79
70.4847,343,323.57,297.8,12.63,13.15,0,310.43,310.95,297.8
70.5348,311,325.72,297.79,12.19,15.74,0,309.98,313.53,297.79
70.585,338,321.05,297.8,11.78,11.47,0,309.58,309.27,297.8
70.6351,333,317.91,297.81,11.39,8.71,0,309.2,306.52,297.81
70.6852,327,318.07,297.82,11.03,9.21,0,308.85,307.03,297.82
70.7354,336,317.89,297.83,10.7,9.35,0.01,308.53,307.18,297.84
70.7855,341,314.66,297.84,10.38,6.36,0.08,308.22,304.2,297.92
70.8357,313,311.75,297.86,10.09,3.79,0.01,307.95,301.65,297.87
70.8858,308,310.12,297.88,9.82,2.43,0.01,307.7,300.31,297.89
70.9359,348,309.17,297.9,9.56,1.7,0.01,307.46,299.6,297.91
70.9861,299,308.55,297.92,9.32,1.28,0.04,307.24,299.2,297.96
71.0362,313,308.07,297.95,9.1,1.01,0.01,307.05,298.96,297.96
71.0863,327,307.69,297.96,8.89,0.83,0,306.85,298.79,297.96
71.1365,320,307.41,298,8.7,0.71,0,306.7,298.71,298
71.1866,292,307.18,298.03,8.52,0.62,0,306.55,298.65,298.03
71.2367,311,306.99,298.08,8.36,0.55,0,306.44,298.63,298.08
71.2869,323,306.82,298.11,8.21,0.5,0,306.32,298.61,298.11
71.337,310,306.68,298.15,8.08,0.46,0,306.23,298.61,298.15
71.3872,310,306.6,298.2,7.95,0.43,0.02,306.15,298.63,298.22
71.4373,290,306.51,298.23,7.84,0.4,0.04,306.07,298.63,298.27
71.4874,290,306.41,298.28,7.74,0.39,0,306.02,298.67,298.28
71.5376,302,306.36,298.33,7.66,0.37,0,305.99,298.7,298.33
71.5877,302,306.35,298.39,7.59,0.36,0.01,305.98,298.75,298.4
71.6378,289,306.36,298.45,7.53,0.36,0.03,305.98,298.81,298.48
71.688,298,306.37,298.52,7.49,0.36,0,306.01,298.88,298.52
71.7381,292,306.39,298.57,7.46,0.36,0,306.03,298.93,298.57
71.7883,292,306.44,298.63,7.44,0.36,0,306.07,298.99,298.63
71.8384,291,306.51,298.69,7.44,0.37,0,306.13,299.06,298.69
71.8885,296,306.62,298.77,7.46,0.38,0,306.23,299.15,298.77
71.9387,294,306.73,298.84,7.5,0.4,0,306.34,299.24,298.84
71.9888,305,306.9,298.92,7.56,0.42,0,306.48,299.34,298.92
72.0389,293,307.08,299,7.64,0.45,0,306.64,299.45,299
72.0891,294,307.3,299.07,7.74,0.48,0,306.81,299.55,299.07
72.1392,315,307.54,299.15,7.87,0.52,0,307.02,299.67,299.15
72.1894,346,307.85,299.23,8.04,0.57,0,307.27,299.8,299.23
72.2395,269,308.21,299.34,8.23,0.64,0,307.57,299.98,299.34
72.2896,276,308.63,299.42,8.47,0.73,0,307.89,300.15,299.42
72.3398,319,309.12,299.52,8.76,0.85,0,308.28,300.37,299.52
72.3899,313,309.71,299.61,9.1,1,0,308.71,300.61,299.61
72.44,343,310.43,299.72,9.51,1.21,0,309.23,300.93,299.72
72.4902,281,311.29,299.81,10,1.48,0,309.81,301.29,299.81
72.5403,263,312.31,299.91,10.58,1.81,0,310.49,301.72,299.91
72.5905,300,313.54,300.02,11.29,2.23,0,311.31,302.25,300.02
72.6406,321,315.1,300.15,12.14,2.8,0,312.29,302.95,300.15
72.6907,304,317.18,300.24,13.18,3.76,0,313.42,304,300.24
72.7409,335,320.41,300.39,14.47,5.55,0,314.86,305.94,300.39
72.791,354,325.74,300.5,16.08,9.16,0,316.58,309.66,300.5
72.8411,335,334.97,300.61,18.12,16.24,0,318.73,316.85,300.61
72.8913,326,345.07,300.73,20.74,23.56,0.04,321.47,324.29,300.77
72.9414,338,345,300.87,24.18,19.94,0.01,325.05,320.81,300.88
72.9916,348,343.56,301.01,28.74,13.8,0,329.75,314.81,301.01
73.0417,360,348.47,301.13,34.77,12.57,0,335.9,313.7,301.13
73.0918,380,358.12,301.28,42.51,14.3,0.02,343.79,315.58,301.3
73.142,368,365.75,301.42,52.04,12.26,0.04,353.46,313.68,301.46
73.1921,384,373.33,301.56,64.15,7.58,0.04,365.71,309.14,301.6
73.2422,389,388.46,301.7,82.16,4.6,0.01,383.86,306.3,301.71
73.2924,436,418.25,301.85,113.37,3.03,0,415.22,304.88,301.85
73.3425,505,476.68,302.01,172.5,2.16,0.01,474.51,304.17,302.02
73.3926,604,593.87,302.16,290.05,1.64,0.03,592.21,303.8,302.19
73.4428,686,793.29,302.32,489.68,1.3,0,792,303.62,302.32
73.4929,791,897.04,302.48,593.5,1.06,0,895.98,303.54,302.48
73.5431,734,753.82,302.65,450.27,0.9,0,752.92,303.55,302.65
73.5932,633,638.16,302.8,334.58,0.78,0,637.38,303.58,302.8
73.6433,650,638.72,302.97,335.06,0.69,0,638.03,303.66,302.97
73.6935,610,666.45,303.16,362.67,0.62,0,665.83,303.78,303.16
73.7436,572,582.58,303.35,278.66,0.57,0,582.01,303.92,303.35
73.7937,471,475.18,303.52,171.13,0.53,0,474.65,304.05,303.52
73.8439,430,411.38,303.69,107.18,0.51,0,410.87,304.2,303.69
73.894,405,376.97,303.89,72.59,0.49,0,376.48,304.38,303.89
73.9442,369,357.2,304.09,52.64,0.48,0,356.73,304.57,304.09
73.9943,373,344.97,304.27,40.23,0.48,0,344.5,304.75,304.27
74.0444,361,336.91,304.46,31.94,0.49,0.02,336.4,304.95,304.48
74.0946,327,331.31,304.66,26.13,0.51,0.01,330.79,305.17,304.67
74.1447,329,327.32,304.86,21.9,0.55,0.01,326.76,305.41,304.87
74.1948,317,324.37,305.06,18.7,0.6,0.01,323.76,305.66,305.07
74.245,327,322.2,305.29,16.23,0.68,0.01,321.52,305.97,305.3
74.2951,282,320.55,305.49,14.27,0.78,0.01,319.76,306.27,305.5
74.3453,341,319.35,305.73,12.69,0.92,0,318.42,306.65,305.73
74.3954,311,318.43,305.94,11.39,1.09,0.01,317.33,307.03,305.95
74.4455,350,317.79,306.16,10.32,1.3,0,316.48,307.46,306.16
74.4957,332,317.43,306.37,9.41,1.64,0,315.78,308.01,306.37
74.5458,333,317.5,306.61,8.64,2.25,0,315.25,308.86,306.61
74.5959,312,318.27,306.86,7.98,3.43,0,314.84,310.29,306.86
74.6461,302,320.31,307.07,7.41,5.83,0,314.48,312.9,307.07
74.6962,311,324.06,307.3,6.91,9.86,0,314.21,317.16,307.3
74.7464,327,325.42,307.53,6.47,11.42,0,314,318.95,307.53
74.7965,325,322.13,307.77,6.08,8.27,0,313.85,316.04,307.77
74.8466,322,319.92,308.04,5.74,6.14,0,313.78,314.18,308.04
74.8968,309,320.04,308.31,5.43,6.3,0,313.74,314.61,308.31
74.9469,314,320.66,308.53,5.16,6.98,0,313.69,315.51,308.53
74.997,352,319.08,308.82,4.91,5.35,0,313.73,314.17,308.82
75.0472,353,316.99,309.06,4.68,3.25,0,313.74,312.31,309.06
